Year,Quarter,Month,Day,Category,Sum of Sales
2015,Qtr 4,December,2,Technology,245.71
2015,Qtr 4,December,3,Office Supplies,25.92
2015,Qtr 4,December,3,Technology,479.96
2015,Qtr 4,December,4,Technology,129.98
2015,Qtr 4,December,5,Office Supplies,2170.252
2015,Qtr 4,December,5,Technology,793.39
2015,Qtr 4,December,6,Furniture,525.192
2015,Qtr 4,December,6,Office Supplies,1410.746
2015,Qtr 4,December,6,Technology,35.04
2015,Qtr 4,December,7,Office Supplies,548.4
2015,Qtr 4,December,8,Furniture,723.24
2015,Qtr 4,December,8,Office Supplies,215.28
2015,Qtr 4,December,8,Technology,156.6
2015,Qtr 4,December,9,Office Supplies,442.676
2015,Qtr 4,December,9,Technology,1079.976
2015,Qtr 4,December,10,Furniture,338.352
2015,Qtr 4,December,10,Office Supplies,234.984
2015,Qtr 4,December,12,Furniture,4695.6005
2015,Qtr 4,December,12,Office Supplies,242.804
2015,Qtr 4,December,13,Furniture,182.388
2015,Qtr 4,December,13,Office Supplies,110.764
2015,Qtr 4,December,14,Furniture,322.834
2015,Qtr 4,December,14,Office Supplies,19.888
2015,Qtr 4,December,14,Technology,7298.936
2015,Qtr 4,December,15,Furniture,1223.786
2015,Qtr 4,December,15,Technology,40.68
2015,Qtr 4,December,16,Furniture,2789.808
2015,Qtr 4,December,16,Office Supplies,153.639
2015,Qtr 4,December,16,Technology,1122.148
2015,Qtr 4,December,17,Office Supplies,45.534
2015,Qtr 4,December,19,Furniture,1819.86
2015,Qtr 4,December,19,Office Supplies,250.156
2015,Qtr 4,December,19,Technology,1366.744
2015,Qtr 4,December,20,Furniture,4039.814
2015,Qtr 4,December,20,Office Supplies,2337.266
2015,Qtr 4,December,20,Technology,585.36
2015,Qtr 4,December,21,Furniture,1897.92
2015,Qtr 4,December,21,Office Supplies,35.52
2015,Qtr 4,December,22,Office Supplies,798.968
2015,Qtr 4,December,23,Furniture,118.1
2015,Qtr 4,December,23,Office Supplies,824.008
2015,Qtr 4,December,24,Furniture,346.622
2015,Qtr 4,December,24,Office Supplies,548.698
2015,Qtr 4,December,24,Technology,1054.882
2015,Qtr 4,December,26,Furniture,1353.158
2015,Qtr 4,December,26,Office Supplies,688.256
2015,Qtr 4,December,27,Furniture,1212.798
2015,Qtr 4,December,27,Office Supplies,1255.59
2015,Qtr 4,December,27,Technology,498
2015,Qtr 4,December,28,Office Supplies,2682.326
2015,Qtr 4,December,29,Furniture,143.172
2015,Qtr 4,December,29,Office Supplies,505.252
2015,Qtr 4,December,29,Technology,1423.672
2015,Qtr 4,December,30,Furniture,523.764
2015,Qtr 4,December,30,Office Supplies,774.611
2015,Qtr 4,December,30,Technology,874.276
2015,Qtr 4,December,31,Furniture,2584.528
2015,Qtr 4,December,31,Office Supplies,308.728
2015,Qtr 4,December,31,Technology,2360.014
2016,Qtr 1,January,2,Furniture,452.45
2016,Qtr 1,January,2,Office Supplies,139.08
2016,Qtr 1,January,2,Technology,1340.566
2016,Qtr 1,January,3,Furniture,1352.3976
2016,Qtr 1,January,3,Office Supplies,17.424
2016,Qtr 1,January,3,Technology,398.4
2016,Qtr 1,January,4,Furniture,192.22
2016,Qtr 1,January,4,Office Supplies,72.24
2016,Qtr 1,January,5,Furniture,61.584
2016,Qtr 1,January,5,Office Supplies,233.688
2016,Qtr 1,January,6,Office Supplies,31.538
2016,Qtr 1,January,9,Office Supplies,364.07
2016,Qtr 1,January,10,Furniture,1018.104
2016,Qtr 1,January,12,Office Supplies,475.548
2016,Qtr 1,January,12,Technology,271.948
2016,Qtr 1,January,13,Furniture,542.45
2016,Qtr 1,January,13,Office Supplies,79.828
2016,Qtr 1,January,17,Furniture,254.744
2016,Qtr 1,January,17,Office Supplies,95.64
2016,Qtr 1,January,19,Furniture,301.742
2016,Qtr 1,January,23,Office Supplies,43.66
2016,Qtr 1,January,24,Office Supplies,13.12
2016,Qtr 1,January,26,Office Supplies,182.72
2016,Qtr 1,January,27,Furniture,2985.906
2016,Qtr 1,January,27,Technology,587.346
2016,Qtr 1,January,28,Furniture,4297.644
2016,Qtr 1,January,30,Furniture,227.36
2016,Qtr 1,January,30,Office Supplies,14.304
2016,Qtr 1,January,30,Technology,1919.976
2016,Qtr 1,January,31,Furniture,53.34
2016,Qtr 1,January,31,Office Supplies,45.92
2016,Qtr 1,February,3,Furniture,256.202
2016,Qtr 1,February,3,Office Supplies,86.664
2016,Qtr 1,February,3,Technology,149.97
2016,Qtr 1,February,6,Furniture,1552.74
2016,Qtr 1,February,6,Office Supplies,861.276
2016,Qtr 1,February,6,Technology,18.528
2016,Qtr 1,February,7,Office Supplies,324.11
2016,Qtr 1,February,8,Office Supplies,21.11
2016,Qtr 1,February,8,Technology,107.982
2016,Qtr 1,February,9,Furniture,244.704
2016,Qtr 1,February,9,Office Supplies,40.096
2016,Qtr 1,February,9,Technology,500.752
2016,Qtr 1,February,10,Office Supplies,77.24
2016,Qtr 1,February,14,Office Supplies,58.014
2016,Qtr 1,February,14,Technology,1021.948
2016,Qtr 1,February,15,Office Supplies,627.48
2016,Qtr 1,February,15,Technology,974.9
2016,Qtr 1,February,16,Office Supplies,160.43
2016,Qtr 1,February,18,Furniture,35.544
2016,Qtr 1,February,18,Office Supplies,70.3
2016,Qtr 1,February,20,Office Supplies,286.79
2016,Qtr 1,February,20,Technology,29.99
2016,Qtr 1,February,21,Office Supplies,2591.1
2016,Qtr 1,February,22,Office Supplies,79.36
2016,Qtr 1,February,23,Office Supplies,37.776
2016,Qtr 1,February,25,Office Supplies,25.87
2016,Qtr 1,February,27,Furniture,493.92
2016,Qtr 1,February,27,Office Supplies,20.451
2016,Qtr 1,February,27,Technology,644.9
2016,Qtr 1,February,28,Furniture,551.264
2016,Qtr 1,March,1,Furniture,1412.7504
2016,Qtr 1,March,1,Office Supplies,117.6
2016,Qtr 1,March,1,Technology,111.824
2016,Qtr 1,March,2,Furniture,787.53
2016,Qtr 1,March,2,Office Supplies,112.04
2016,Qtr 1,March,5,Furniture,521.259
2016,Qtr 1,March,5,Office Supplies,915.698
2016,Qtr 1,March,5,Technology,532.31
2016,Qtr 1,March,6,Furniture,435.26
2016,Qtr 1,March,6,Technology,1119.984
2016,Qtr 1,March,7,Office Supplies,99.72
2016,Qtr 1,March,7,Technology,707.82
2016,Qtr 1,March,8,Furniture,1746.95
2016,Qtr 1,March,8,Office Supplies,46.396
2016,Qtr 1,March,8,Technology,769.95
2016,Qtr 1,March,9,Office Supplies,4.608
2016,Qtr 1,March,9,Technology,473.4
2016,Qtr 1,March,10,Office Supplies,90.932
2016,Qtr 1,March,12,Furniture,37.288
2016,Qtr 1,March,12,Office Supplies,13.728
2016,Qtr 1,March,13,Furniture,1384.856
2016,Qtr 1,March,14,Office Supplies,707.9
2016,Qtr 1,March,15,Technology,16.776
2016,Qtr 1,March,16,Furniture,215.09
2016,Qtr 1,March,16,Office Supplies,6929.22
2016,Qtr 1,March,16,Technology,85.9
2016,Qtr 1,March,17,Office Supplies,33.82
2016,Qtr 1,March,17,Technology,15.02
2016,Qtr 1,March,19,Office Supplies,1600.384
2016,Qtr 1,March,19,Technology,3603.506
2016,Qtr 1,March,20,Office Supplies,102.52
2016,Qtr 1,March,21,Office Supplies,1270.379
2016,Qtr 1,March,22,Furniture,91.96
2016,Qtr 1,March,22,Office Supplies,419.168
2016,Qtr 1,March,22,Technology,1970.296
2016,Qtr 1,March,23,Furniture,107.772
2016,Qtr 1,March,23,Office Supplies,285.56
2016,Qtr 1,March,23,Technology,239.97
2016,Qtr 1,March,24,Furniture,405.958
2016,Qtr 1,March,24,Office Supplies,6.992
2016,Qtr 1,March,26,Office Supplies,114.384
2016,Qtr 1,March,26,Technology,16.776
2016,Qtr 1,March,27,Office Supplies,83.7
2016,Qtr 1,March,28,Office Supplies,77.104
2016,Qtr 1,March,28,Technology,166.24
2016,Qtr 1,March,29,Furniture,1186.84
2016,Qtr 1,March,29,Office Supplies,318.99
2016,Qtr 1,March,29,Technology,53.25
2016,Qtr 1,March,30,Furniture,366.744
2016,Qtr 1,March,30,Office Supplies,23.52
2016,Qtr 1,March,30,Technology,180.96
2016,Qtr 1,March,31,Furniture,22.38
2016,Qtr 1,March,31,Office Supplies,98.376
2016,Qtr 1,March,31,Technology,79.96
2016,Qtr 2,April,2,Office Supplies,41.348
2016,Qtr 2,April,2,Technology,257.872
2016,Qtr 2,April,4,Furniture,108.4
2016,Qtr 2,April,4,Office Supplies,765.268
2016,Qtr 2,April,4,Technology,610.93
2016,Qtr 2,April,5,Furniture,1799.394
2016,Qtr 2,April,5,Office Supplies,877.886
2016,Qtr 2,April,5,Technology,296.778
2016,Qtr 2,April,6,Office Supplies,114.516
2016,Qtr 2,April,6,Technology,25.488
2016,Qtr 2,April,7,Office Supplies,523.484
2016,Qtr 2,April,7,Technology,383.952
2016,Qtr 2,April,9,Furniture,369.912
2016,Qtr 2,April,9,Office Supplies,388.08
2016,Qtr 2,April,10,Office Supplies,169.542
2016,Qtr 2,April,11,Furniture,121.888
2016,Qtr 2,April,11,Office Supplies,459.36
2016,Qtr 2,April,11,Technology,747.098
2016,Qtr 2,April,13,Furniture,1811.432
2016,Qtr 2,April,13,Office Supplies,202.814
2016,Qtr 2,April,13,Technology,1178.432
2016,Qtr 2,April,14,Office Supplies,35.208
2016,Qtr 2,April,16,Furniture,1847.884
2016,Qtr 2,April,16,Office Supplies,142.138
2016,Qtr 2,April,16,Technology,2171.95
2016,Qtr 2,April,17,Office Supplies,1538.176
2016,Qtr 2,April,17,Technology,1206.93
2016,Qtr 2,April,18,Furniture,152.836
2016,Qtr 2,April,18,Office Supplies,1363.464
2016,Qtr 2,April,18,Technology,490.66
2016,Qtr 2,April,19,Office Supplies,329.96
2016,Qtr 2,April,20,Furniture,595.38
2016,Qtr 2,April,20,Office Supplies,311.376
2016,Qtr 2,April,20,Technology,287.97
2016,Qtr 2,April,21,Furniture,401.84
2016,Qtr 2,April,21,Office Supplies,21.3
2016,Qtr 2,April,21,Technology,469.95
2016,Qtr 2,April,22,Office Supplies,64.14
2016,Qtr 2,April,22,Technology,88.776
2016,Qtr 2,April,24,Office Supplies,25.99
2016,Qtr 2,April,25,Furniture,128.058
2016,Qtr 2,April,25,Office Supplies,792.888
2016,Qtr 2,April,26,Furniture,1592.8495
2016,Qtr 2,April,26,Office Supplies,185.28
2016,Qtr 2,April,26,Technology,311.976
2016,Qtr 2,April,27,Furniture,1267.53
2016,Qtr 2,April,27,Office Supplies,72.14
2016,Qtr 2,April,27,Technology,1379.92
2016,Qtr 2,April,28,Office Supplies,4044.362
2016,Qtr 2,April,29,Office Supplies,7.968
2016,Qtr 2,April,30,Furniture,278.295
2016,Qtr 2,April,30,Office Supplies,41.13
2016,Qtr 2,April,30,Technology,1252.27
2016,Qtr 2,May,1,Furniture,63.552
2016,Qtr 2,May,1,Office Supplies,298.636
2016,Qtr 2,May,1,Technology,88.752
2016,Qtr 2,May,2,Office Supplies,8.856
2016,Qtr 2,May,2,Technology,158.376
2016,Qtr 2,May,3,Furniture,1509.996
2016,Qtr 2,May,3,Office Supplies,321.252
2016,Qtr 2,May,3,Technology,367.512
2016,Qtr 2,May,4,Furniture,49.088
2016,Qtr 2,May,4,Office Supplies,125.93
2016,Qtr 2,May,4,Technology,946.344
2016,Qtr 2,May,7,Furniture,244.006
2016,Qtr 2,May,7,Office Supplies,61.616
2016,Qtr 2,May,8,Furniture,339.516
2016,Qtr 2,May,8,Office Supplies,464.538
2016,Qtr 2,May,8,Technology,3177.914
2016,Qtr 2,May,9,Office Supplies,48.81
2016,Qtr 2,May,10,Office Supplies,107.754
2016,Qtr 2,May,10,Technology,46.688
2016,Qtr 2,May,11,Furniture,191.968
2016,Qtr 2,May,12,Furniture,21.968
2016,Qtr 2,May,12,Office Supplies,217.646
2016,Qtr 2,May,12,Technology,820.736
2016,Qtr 2,May,13,Office Supplies,16
2016,Qtr 2,May,13,Technology,222.384
2016,Qtr 2,May,14,Furniture,1452.7875
2016,Qtr 2,May,14,Office Supplies,1688.412
2016,Qtr 2,May,15,Office Supplies,69.908
2016,Qtr 2,May,16,Technology,255.968
2016,Qtr 2,May,17,Office Supplies,47.368
2016,Qtr 2,May,18,Office Supplies,10.86
2016,Qtr 2,May,20,Furniture,163.136
2016,Qtr 2,May,20,Office Supplies,6.408
2016,Qtr 2,May,21,Office Supplies,72.332
2016,Qtr 2,May,22,Office Supplies,113.05
2016,Qtr 2,May,22,Technology,3749.048
2016,Qtr 2,May,23,Furniture,75.33
2016,Qtr 2,May,23,Office Supplies,1229.626
2016,Qtr 2,May,24,Furniture,602.651
2016,Qtr 2,May,24,Office Supplies,7.656
2016,Qtr 2,May,25,Furniture,14.73
2016,Qtr 2,May,25,Office Supplies,1049.664
2016,Qtr 2,May,25,Technology,675.024
2016,Qtr 2,May,26,Furniture,230.856
2016,Qtr 2,May,26,Office Supplies,184.224
2016,Qtr 2,May,26,Technology,567.484
2016,Qtr 2,May,28,Office Supplies,748.156
2016,Qtr 2,May,28,Technology,45.99
2016,Qtr 2,May,29,Furniture,358.626
2016,Qtr 2,May,29,Office Supplies,761.16
2016,Qtr 2,May,30,Office Supplies,160.32
2016,Qtr 2,May,30,Technology,520.78
2016,Qtr 2,May,31,Furniture,4056.74
2016,Qtr 2,May,31,Office Supplies,1121.398
2016,Qtr 2,June,1,Office Supplies,492.318
2016,Qtr 2,June,1,Technology,341.88
2016,Qtr 2,June,4,Furniture,35.28
2016,Qtr 2,June,4,Office Supplies,47.08
2016,Qtr 2,June,4,Technology,1109.95
2016,Qtr 2,June,5,Furniture,1522.638
2016,Qtr 2,June,5,Office Supplies,10.56
2016,Qtr 2,June,7,Office Supplies,59.768
2016,Qtr 2,June,8,Office Supplies,143.128
2016,Qtr 2,June,8,Technology,2.376
2016,Qtr 2,June,9,Furniture,355.36
2016,Qtr 2,June,9,Office Supplies,228.78
2016,Qtr 2,June,9,Technology,212.976
2016,Qtr 2,June,11,Furniture,1201.752
2016,Qtr 2,June,11,Office Supplies,1868.528
2016,Qtr 2,June,11,Technology,303.284
2016,Qtr 2,June,12,Furniture,43.296
2016,Qtr 2,June,12,Office Supplies,75.196
2016,Qtr 2,June,12,Technology,55.984
2016,Qtr 2,June,13,Office Supplies,160.948
2016,Qtr 2,June,13,Technology,967.95
2016,Qtr 2,June,14,Furniture,51.072
2016,Qtr 2,June,15,Furniture,404.96
2016,Qtr 2,June,15,Office Supplies,91.936
2016,Qtr 2,June,15,Technology,237.248
2016,Qtr 2,June,16,Furniture,197.372
2016,Qtr 2,June,16,Office Supplies,3112.552
2016,Qtr 2,June,16,Technology,133.98
2016,Qtr 2,June,18,Furniture,779.336
2016,Qtr 2,June,18,Office Supplies,635.781
2016,Qtr 2,June,18,Technology,467.97
2016,Qtr 2,June,19,Furniture,12.56
2016,Qtr 2,June,19,Office Supplies,433.786
2016,Qtr 2,June,20,Furniture,257.64
2016,Qtr 2,June,20,Technology,571.904
2016,Qtr 2,June,21,Technology,107.976
2016,Qtr 2,June,22,Furniture,796.425
2016,Qtr 2,June,22,Office Supplies,1222.528
2016,Qtr 2,June,23,Furniture,27.42
2016,Qtr 2,June,23,Office Supplies,171.41
2016,Qtr 2,June,23,Technology,638.128
2016,Qtr 2,June,25,Furniture,280.234
2016,Qtr 2,June,25,Office Supplies,576.846
2016,Qtr 2,June,26,Furniture,332.94
2016,Qtr 2,June,26,Office Supplies,245.476
2016,Qtr 2,June,26,Technology,1013.78
2016,Qtr 2,June,28,Furniture,1104.7
2016,Qtr 2,June,28,Office Supplies,21.456
2016,Qtr 2,June,29,Furniture,137.986
2016,Qtr 2,June,29,Office Supplies,24.96
2016,Qtr 2,June,29,Technology,269.98
2016,Qtr 3,July,2,Furniture,950.378
2016,Qtr 3,July,2,Office Supplies,607.284
2016,Qtr 3,July,2,Technology,74.24
2016,Qtr 3,July,3,Furniture,522.332
2016,Qtr 3,July,3,Office Supplies,301.65
2016,Qtr 3,July,4,Office Supplies,38.328
2016,Qtr 3,July,4,Technology,1099.96
2016,Qtr 3,July,5,Furniture,9.856
2016,Qtr 3,July,5,Office Supplies,76.99
2016,Qtr 3,July,5,Technology,34.8
2016,Qtr 3,July,6,Furniture,642.092
2016,Qtr 3,July,6,Office Supplies,612.77
2016,Qtr 3,July,6,Technology,124.95
2016,Qtr 3,July,8,Office Supplies,21.12
2016,Qtr 3,July,9,Furniture,181.96
2016,Qtr 3,July,9,Office Supplies,670.202
2016,Qtr 3,July,9,Technology,734.952
2016,Qtr 3,July,10,Office Supplies,43.286
2016,Qtr 3,July,11,Furniture,856.468
2016,Qtr 3,July,11,Office Supplies,369.484
2016,Qtr 3,July,11,Technology,716
2016,Qtr 3,July,12,Furniture,391.367
2016,Qtr 3,July,12,Office Supplies,8.84
2016,Qtr 3,July,12,Technology,1652.36
2016,Qtr 3,July,13,Furniture,1931.04
2016,Qtr 3,July,13,Office Supplies,102.216
2016,Qtr 3,July,14,Furniture,569.684
2016,Qtr 3,July,14,Office Supplies,291.232
2016,Qtr 3,July,16,Furniture,2199.836
2016,Qtr 3,July,16,Office Supplies,229.65
2016,Qtr 3,July,16,Technology,599.9
2016,Qtr 3,July,17,Furniture,427.386
2016,Qtr 3,July,17,Office Supplies,20.696
2016,Qtr 3,July,18,Office Supplies,5.76
2016,Qtr 3,July,18,Technology,519.96
2016,Qtr 3,July,19,Office Supplies,2.025
2016,Qtr 3,July,20,Furniture,1298.374
2016,Qtr 3,July,20,Office Supplies,410.01
2016,Qtr 3,July,20,Technology,984.784
2016,Qtr 3,July,23,Furniture,128.82
2016,Qtr 3,July,23,Office Supplies,79.452
2016,Qtr 3,July,24,Furniture,20.94
2016,Qtr 3,July,24,Office Supplies,225.15
2016,Qtr 3,July,24,Technology,279.86
2016,Qtr 3,July,25,Furniture,1625.048
2016,Qtr 3,July,25,Office Supplies,146.016
2016,Qtr 3,July,25,Technology,623.96
2016,Qtr 3,July,26,Furniture,659.517
2016,Qtr 3,July,26,Office Supplies,299.34
2016,Qtr 3,July,27,Technology,29.97
2016,Qtr 3,July,30,Furniture,161.16
2016,Qtr 3,July,30,Office Supplies,72.712
2016,Qtr 3,July,30,Technology,209.93
2016,Qtr 3,July,31,Furniture,1090.782
2016,Qtr 3,July,31,Office Supplies,72.03
2016,Qtr 3,July,31,Technology,2549.35
2016,Qtr 3,August,1,Furniture,1004.976
2016,Qtr 3,August,1,Office Supplies,6.72
2016,Qtr 3,August,2,Furniture,388.48
2016,Qtr 3,August,2,Office Supplies,14.768
2016,Qtr 3,August,2,Technology,887.23
2016,Qtr 3,August,5,Furniture,14.76
2016,Qtr 3,August,5,Office Supplies,57.89
2016,Qtr 3,August,6,Furniture,369.1992
2016,Qtr 3,August,6,Office Supplies,125.67
2016,Qtr 3,August,7,Furniture,212.94
2016,Qtr 3,August,7,Office Supplies,260.296
2016,Qtr 3,August,7,Technology,494.97
2016,Qtr 3,August,8,Furniture,144.784
2016,Qtr 3,August,8,Office Supplies,615.328
2016,Qtr 3,August,9,Furniture,1755.876
2016,Qtr 3,August,9,Office Supplies,1586.786
2016,Qtr 3,August,9,Technology,1535.73
2016,Qtr 3,August,10,Office Supplies,273.162
2016,Qtr 3,August,10,Technology,578.312
2016,Qtr 3,August,11,Furniture,46.152
2016,Qtr 3,August,11,Office Supplies,11.96
2016,Qtr 3,August,11,Technology,138
2016,Qtr 3,August,13,Furniture,31.56
2016,Qtr 3,August,13,Office Supplies,555.336
2016,Qtr 3,August,15,Furniture,104.23
2016,Qtr 3,August,15,Office Supplies,393.36
2016,Qtr 3,August,16,Furniture,555.822
2016,Qtr 3,August,16,Office Supplies,392.182
2016,Qtr 3,August,16,Technology,2430.928
2016,Qtr 3,August,17,Office Supplies,98.76
2016,Qtr 3,August,17,Technology,282.88
2016,Qtr 3,August,21,Furniture,1754.848
2016,Qtr 3,August,21,Office Supplies,1050.944
2016,Qtr 3,August,21,Technology,21.728
2016,Qtr 3,August,22,Office Supplies,66.632
2016,Qtr 3,August,23,Office Supplies,950.368
2016,Qtr 3,August,23,Technology,251.91
2016,Qtr 3,August,24,Furniture,1218.059
2016,Qtr 3,August,24,Office Supplies,2175.804
2016,Qtr 3,August,24,Technology,3800.912
2016,Qtr 3,August,25,Furniture,68.768
2016,Qtr 3,August,25,Office Supplies,109.758
2016,Qtr 3,August,27,Office Supplies,639.974
2016,Qtr 3,August,28,Furniture,415.307
2016,Qtr 3,August,28,Office Supplies,2132.89
2016,Qtr 3,August,28,Technology,3943.096
2016,Qtr 3,August,29,Technology,246.5
2016,Qtr 3,August,31,Furniture,1552.831
2016,Qtr 3,August,31,Office Supplies,216.52
2016,Qtr 3,August,31,Technology,832.446
2016,Qtr 3,September,1,Furniture,185.1
2016,Qtr 3,September,1,Office Supplies,1222.48
2016,Qtr 3,September,1,Technology,959.984
2016,Qtr 3,September,3,Furniture,367.72
2016,Qtr 3,September,3,Office Supplies,1259.338
2016,Qtr 3,September,3,Technology,247.84
2016,Qtr 3,September,4,Office Supplies,316.958
2016,Qtr 3,September,4,Technology,754.326
2016,Qtr 3,September,5,Furniture,778.651
2016,Qtr 3,September,5,Office Supplies,155.452
2016,Qtr 3,September,6,Furniture,463.584
2016,Qtr 3,September,6,Office Supplies,71.79
2016,Qtr 3,September,6,Technology,384.3
2016,Qtr 3,September,7,Furniture,556.106
2016,Qtr 3,September,7,Office Supplies,924.667
2016,Qtr 3,September,7,Technology,1441.894
2016,Qtr 3,September,8,Furniture,21.36
2016,Qtr 3,September,8,Office Supplies,68.28
2016,Qtr 3,September,10,Furniture,648.526
2016,Qtr 3,September,10,Office Supplies,767.2
2016,Qtr 3,September,11,Furniture,244.24
2016,Qtr 3,September,11,Office Supplies,1697.9
2016,Qtr 3,September,11,Technology,19.99
2016,Qtr 3,September,12,Office Supplies,205.86
2016,Qtr 3,September,12,Technology,501.964
2016,Qtr 3,September,13,Furniture,1816.202
2016,Qtr 3,September,13,Office Supplies,93.258
2016,Qtr 3,September,13,Technology,199.96
2016,Qtr 3,September,14,Furniture,1082.886
2016,Qtr 3,September,14,Office Supplies,1299.55
2016,Qtr 3,September,14,Technology,879.984
2016,Qtr 3,September,15,Furniture,1976.884
2016,Qtr 3,September,15,Office Supplies,498.996
2016,Qtr 3,September,15,Technology,59.97
2016,Qtr 3,September,16,Office Supplies,31.12
2016,Qtr 3,September,17,Furniture,10006.174
2016,Qtr 3,September,17,Office Supplies,493.994
2016,Qtr 3,September,17,Technology,1024.838
2016,Qtr 3,September,18,Furniture,24.4
2016,Qtr 3,September,18,Office Supplies,1422.88
2016,Qtr 3,September,18,Technology,2477.04
2016,Qtr 3,September,19,Furniture,122.8
2016,Qtr 3,September,19,Office Supplies,31.36
2016,Qtr 3,September,19,Technology,346.22
2016,Qtr 3,September,20,Office Supplies,1836.052
2016,Qtr 3,September,21,Furniture,3119.064
2016,Qtr 3,September,21,Office Supplies,1431.87
2016,Qtr 3,September,21,Technology,2431.124
2016,Qtr 3,September,22,Furniture,252.58
2016,Qtr 3,September,22,Office Supplies,912.948
2016,Qtr 3,September,22,Technology,617.976
2016,Qtr 3,September,24,Furniture,1940.51
2016,Qtr 3,September,24,Office Supplies,1359.844
2016,Qtr 3,September,24,Technology,880.26
2016,Qtr 3,September,25,Furniture,1454.348
2016,Qtr 3,September,25,Office Supplies,350.579
2016,Qtr 3,September,25,Technology,1228.83
2016,Qtr 3,September,26,Office Supplies,1378.289
2016,Qtr 3,September,26,Technology,2343.984
2016,Qtr 3,September,27,Furniture,24.288
2016,Qtr 3,September,27,Office Supplies,486.79
2016,Qtr 3,September,27,Technology,1871.88
2016,Qtr 3,September,28,Office Supplies,713.6
2016,Qtr 3,September,28,Technology,344.764
2016,Qtr 4,October,1,Office Supplies,164.866
2016,Qtr 4,October,1,Technology,993.548
2016,Qtr 4,October,2,Furniture,11.032
2016,Qtr 4,October,2,Office Supplies,611.234
2016,Qtr 4,October,2,Technology,647
2016,Qtr 4,October,3,Furniture,156.156
2016,Qtr 4,October,3,Office Supplies,47.078
2016,Qtr 4,October,3,Technology,71.984
2016,Qtr 4,October,4,Furniture,457.884
2016,Qtr 4,October,4,Office Supplies,47.696
2016,Qtr 4,October,5,Furniture,357.462
2016,Qtr 4,October,5,Office Supplies,152.59
2016,Qtr 4,October,5,Technology,341.04
2016,Qtr 4,October,8,Furniture,218.68
2016,Qtr 4,October,8,Office Supplies,3.44
2016,Qtr 4,October,9,Furniture,389.97
2016,Qtr 4,October,9,Office Supplies,462.495
2016,Qtr 4,October,9,Technology,1281.07
2016,Qtr 4,October,10,Office Supplies,1855.008
2016,Qtr 4,October,11,Furniture,957.5775
2016,Qtr 4,October,11,Office Supplies,22.368
2016,Qtr 4,October,11,Technology,31.95
2016,Qtr 4,October,12,Furniture,1735.158
2016,Qtr 4,October,12,Office Supplies,166.26
2016,Qtr 4,October,12,Technology,489.34
2016,Qtr 4,October,13,Furniture,287.94
2016,Qtr 4,October,13,Technology,83.72
2016,Qtr 4,October,15,Furniture,2601.946
2016,Qtr 4,October,15,Office Supplies,13.768
2016,Qtr 4,October,15,Technology,603.84
2016,Qtr 4,October,16,Technology,824.97
2016,Qtr 4,October,17,Office Supplies,77.88
2016,Qtr 4,October,18,Furniture,10.11
2016,Qtr 4,October,18,Office Supplies,91.104
2016,Qtr 4,October,18,Technology,277.28
2016,Qtr 4,October,19,Office Supplies,1715.14
2016,Qtr 4,October,19,Technology,419.95
2016,Qtr 4,October,20,Furniture,455.556
2016,Qtr 4,October,20,Office Supplies,24.56
2016,Qtr 4,October,20,Technology,239.97
2016,Qtr 4,October,22,Office Supplies,15.128
2016,Qtr 4,October,23,Furniture,1275.104
2016,Qtr 4,October,23,Office Supplies,140.744
2016,Qtr 4,October,23,Technology,846.448
2016,Qtr 4,October,24,Furniture,801.633
2016,Qtr 4,October,24,Office Supplies,29.512
2016,Qtr 4,October,25,Furniture,1126.612
2016,Qtr 4,October,25,Office Supplies,139.81
2016,Qtr 4,October,25,Technology,158.99
2016,Qtr 4,October,26,Office Supplies,1221.029
2016,Qtr 4,October,26,Technology,174.304
2016,Qtr 4,October,28,Furniture,57.21
2016,Qtr 4,October,28,Office Supplies,47.3
2016,Qtr 4,October,29,Office Supplies,244.24
2016,Qtr 4,October,30,Furniture,15.488
2016,Qtr 4,October,30,Office Supplies,182.91
2016,Qtr 4,October,30,Technology,1923.646
2016,Qtr 4,October,31,Furniture,748.969
2016,Qtr 4,October,31,Office Supplies,1166.2
2016,Qtr 4,October,31,Technology,1295.84
2016,Qtr 4,November,1,Furniture,1094.388
2016,Qtr 4,November,1,Office Supplies,24.568
2016,Qtr 4,November,1,Technology,1987.15
2016,Qtr 4,November,2,Furniture,4379.385
2016,Qtr 4,November,2,Office Supplies,356.532
2016,Qtr 4,November,2,Technology,792.634
2016,Qtr 4,November,3,Furniture,1491.42
2016,Qtr 4,November,3,Office Supplies,6.608
2016,Qtr 4,November,3,Technology,1302.818
2016,Qtr 4,November,5,Furniture,207
2016,Qtr 4,November,5,Office Supplies,627.874
2016,Qtr 4,November,6,Office Supplies,11.481
2016,Qtr 4,November,7,Furniture,970.88
2016,Qtr 4,November,7,Office Supplies,1814.283
2016,Qtr 4,November,7,Technology,287.91
2016,Qtr 4,November,8,Furniture,5252.426
2016,Qtr 4,November,8,Office Supplies,768.761
2016,Qtr 4,November,8,Technology,6175.81
2016,Qtr 4,November,9,Furniture,1024.38
2016,Qtr 4,November,9,Office Supplies,360.082
2016,Qtr 4,November,9,Technology,3235.83
2016,Qtr 4,November,10,Furniture,29.22
2016,Qtr 4,November,10,Office Supplies,2877.794
2016,Qtr 4,November,10,Technology,629.89
2016,Qtr 4,November,11,Office Supplies,542.178
